ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Quadratisches Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) 12,5 mm Länge 250 cm für Wand- und Bodenbeläge;;;12180288121;;10000;21,74;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSACS 125-8028, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet terrabraun (RAL 8028) für quadratisches Abschlussprofil 12,5 mm, Blister 2 Stück;;;12180288124;;10000;8,64;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPSACS 125-8028-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet sand (RAL 0808005) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;121808081;;10000;12,58;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 880, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet sand (RAL 0808005) für quadratisches Abschlussprofil 8 mm, Blister 2 Stück;;;121808084;;10000;7,20;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPSAC 880-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet sand (RAL 0808005) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;121808101;;10000;15,10;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 1080, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet sand (RAL 0808005) für quadratisches Abschlussprofil 10 mm, Blister 2 Stück;;;121808104;;10000;7,20;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPSAC 1080-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet sand (RAL 0808005) 12,5 mm Länge 250 cm für Wand- und Bodenbeläge;;;121808121;;10000;18,12;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 1280, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet sand (RAL 0808005) für quadratisches Abschlussprofil 12,5 mm, Blister 2 Stück;;;121808124;;10000;7,20;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPSAC 1280-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet sand (RAL 0808005) 9 mm Länge 300 cm für Wand- und Bodenbeläge;;;121820905;;10000;13,72;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 980, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet betongrau (RAL 0006500) 9 mm Länge 300 cm für Wand- und Bodenbeläge;;;121820965;;10000;13,72;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 965, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet sand (RAL 0808005) 11 mm Länge 300 cm für Wand- und Bodenbeläge;;;121821105;;10000;16,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 1180, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet betongrau (RAL 0006500) 11 mm Länge 300 cm für Wand- und Bodenbeläge;;;121821165;;10000;16,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 1165, 300;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet sand (RAL 0808005) 9 mm Länge 250 cm für Wand- und Bodenbeläge;;;121880905;;10000;13,72;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 980, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 9 mm Länge 250 cm für Wand- und Bodenbeläge;;;121880933;;10000;13,72;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSACM 911, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet betongrau (RAL 0006500) 9 mm Länge 250 cm für Wand- und Bodenbeläge;;;121880965;;10000;13,72;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 965, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet sand (RAL 0808005) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;121881105;;10000;16,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 1180, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet schwarz matt (RAL 9005) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;121881133;;10000;16,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSACM 1111, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium pulverbeschichtet betongrau (RAL 0006500) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;121881165;;10000;16,44;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSAC 1165, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium strukturbeschichtet cremeweiss (RAL 9001) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12190018081;;10000;15,10;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSACS 80-9001, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet cremeweiss (RAL 9001) für quadratisches Abschlussprofil 8 mm, Blister 2 Stück;;;12190018084;;10000;8,64;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPSACS 80-9001-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium strukturbeschichtet cremeweiss (RAL 9001) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12190018101;;10000;18,12;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSACS 100-9001, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet cremeweiss (RAL 9001) für quadratisches Abschlussprofil 10 mm, Blister 2 Stück;;;12190018104;;10000;8,64;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPSACS 100-9001-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium strukturbeschichtet cremeweiss (RAL 9001) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12190018111;;10000;19,74;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSACS 110-9001, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet cremeweiss (RAL 9001) für quadratisches Abschlussprofil 11 mm, Blister 2 Stück;;;12190018114;;10000;8,64;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPSACS 110-9001-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Quadratisches Abschlussprofil Aluminium strukturbeschichtet cremeweiss (RAL 9001) 12,5 mm Länge 250 cm für Wand- und Bodenbeläge;;;12190018121;;10000;21,74;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPSACS 125-9001, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet cremeweiss (RAL 9001) für quadratisches Abschlussprofil 12,5 mm, Blister 2 Stück;;;12190018124;;10000;8,64;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPSACS 125-9001-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium strukturbeschichtet perlweiss (RAL 1013) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12210138081;;10000;17,86;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPDACS 80-1013, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet perlweiss (RAL 1013) für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;12210138082;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 80-1013-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium strukturbeschichtet perlweiss (RAL 1013) für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;12210138084;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 80-1013-YI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium strukturbeschichtet perlweiss (RAL 1013) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12210138101;;10000;19,78;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPDACS 100-1013, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet perlweiss (RAL 1013) für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;12210138102;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 100-1013-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium strukturbeschichtet perlweiss (RAL 1013) für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;12210138104;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 100-1013-YI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium strukturbeschichtet perlweiss (RAL 1013) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12210138111;;10000;20,98;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPDACS 110-1013, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet perlweiss (RAL 1013) für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;12210138112;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 110-1013-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium strukturbeschichtet perlweiss (RAL 1013) für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;12210138114;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 110-1013-YI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium strukturbeschichtet elfenbein (RAL 1014) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12210148081;;10000;17,86;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPDACS 80-1014, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;12210148082;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 80-1014-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;12210148084;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 80-1014-YI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium strukturbeschichtet elfenbein (RAL 1014) 10 mm Länge 250 cm für Wand- und Bodenbeläge;;;12210148101;;10000;19,78;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPDACS 100-1014, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;12210148102;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 100-1014-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für Abschlussprofil mit 45°-Sichtkante 10 mm, Blister 2 Stück;;;12210148104;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 100-1014-YI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium strukturbeschichtet elfenbein (RAL 1014) 11 mm Länge 250 cm für Wand- und Bodenbeläge;;;12210148111;;10000;20,98;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPDACS 110-1014, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;12210148112;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 110-1014-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für Abschlussprofil mit 45°-Sichtkante 11 mm, Blister 2 Stück;;;12210148114;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 110-1014-YI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit 45°-Sichtkante Aluminium strukturbeschichtet hellelfenbein (RAL 1015) 8 mm Länge 250 cm für Wand- und Bodenbeläge;;;12210158081;;10000;17,86;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;lfm;DPDACS 80-1015, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium strukturbeschichtet hellelfenbein (RAL 1015) für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;12210158082;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 80-1015-Y, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium strukturbeschichtet hellelfenbein (RAL 1015) für Abschlussprofil mit 45°-Sichtkante 8 mm, Blister 2 Stück;;;12210158084;;10000;8,22;Grundrabatt · Dural Preisliste 2026-08 · Fliesenprofile · Kat. A · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. A · 50%;DISCOUNT_PCT;50;EUR;Stk.;DPDACS 80-1015-YI, 2;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
